"date","time","speed","color","observer"
NA,NA,27,"Sedan","Basil"
NA,NA,30,"SUV","Basil"
NA,NA,32,"Sedan","Basil"
NA,NA,34,"SUV","Basil"
NA,NA,28,"SUV","Basil"
NA,NA,22,"Truck","Basil"
NA,NA,24,"Sedan","Basil"
NA,NA,27,"Sedan","Basil"
NA,NA,36,"SUV","Basil"
NA,NA,32,"Sedan","Basil"
NA,NA,30,"SUV","Basil"
NA,NA,30,"SUV","Basil"
NA,NA,25,"SUV","Basil"
NA,NA,30,"Sedan","Basil"
NA,NA,36,"Sedan","Basil"
NA,NA,34,"Sedan","Basil"
NA,NA,34,"Sedan","Basil"
NA,NA,35,"SUV","Basil"
NA,NA,35,"Sedan","Basil"
NA,NA,30,"Sedan","Basil"
NA,NA,29,"Sedan","Basil"
NA,NA,31,"Sedan","Basil"
NA,NA,31,"Sedan","Basil"
NA,NA,31,"SUV","Basil"
NA,NA,31,"SUV","Basil"
NA,NA,32,"SUV","Basil"
NA,NA,28,"Sedan","Basil"
NA,NA,36,"SUV","Basil"
NA,NA,33,"Sedan","Basil"
NA,NA,30,"SUV","Basil"
NA,NA,36,"SUV","Basil"
NA,NA,35,"Sedan","Basil"
NA,NA,36,"Sedan","Basil"
NA,NA,29,"Sedan","Basil"
NA,NA,30,"SUV","Basil"
NA,NA,31,"Sedan","Basil"
NA,NA,35,"Sedan","Basil"
NA,NA,32,"SUV","Basil"
NA,NA,29,"SUV","Basil"
NA,NA,33,"SUV","Basil"
NA,NA,28,"Sedan","Basil"
NA,NA,27,"SUV","Basil"
NA,NA,29,"Sedan","Basil"
NA,NA,26,"SUV","Basil"
NA,NA,26,"Sedan","Basil"
NA,NA,33,"Truck","Basil"
NA,NA,21,"Sedan","Basil"
NA,NA,32,"SUV","Basil"
NA,NA,31,"Sedan","Basil"
NA,NA,32,"SUV","Basil"
NA,NA,31,"SUV","Basil"
NA,NA,32,"Sedan","Basil"
NA,NA,35,"SUV","Basil"
NA,NA,33,"Truck","Basil"
NA,NA,31,"Sedan","Basil"
NA,NA,36,"Truck","Rohaan"
NA,NA,27,"SUV","Rohaan"
NA,NA,28,"Sedan","Rohaan"
NA,NA,29,"Sedan","Rohaan"
NA,NA,30,"Sedan","Rohaan"
NA,NA,35,"Truck","Rohaan"
NA,NA,31,"SUV","Rohaan"
NA,NA,31,"SUV","Rohaan"
NA,NA,32,"Sedan","Rohaan"
NA,NA,32,"Sedan","Rohaan"
NA,NA,28,"SUV","Rohaan"
NA,NA,29,"Sedan","Rohaan"
NA,NA,30,"SUV","Rohaan"
NA,NA,33,"Truck","Rohaan"
NA,NA,32,"Sedan","Rohaan"
NA,NA,30,"Sedan","Rohaan"
NA,NA,30,"Sedan","Rohaan"
NA,NA,29,"Sedan","Rohaan"
NA,NA,31,"Sedan","Rohaan"
NA,NA,31,"SUV","Rohaan"
NA,NA,27,"SUV","Rohaan"
NA,NA,30,"Truck","Rohaan"
NA,NA,29,"Sedan","Rohaan"
NA,NA,30,"Sedan","Rohaan"
NA,NA,29,"SUV","Rohaan"
NA,NA,34,"Sedan","Rohaan"
NA,NA,26,"SUV","Rohaan"
NA,NA,32,"SUV","Rohaan"
NA,NA,31,"SUV","Rohaan"
NA,NA,31,"Sedan","Rohaan"
NA,NA,29,"Sedan","Rohaan"
NA,NA,28,"Sedan","Rohaan"
NA,NA,29,"SUV","Rohaan"
NA,NA,27,"SUV","Rohaan"
NA,NA,36,"Sedan","Rohaan"
NA,NA,28,"SUV","Rohaan"
NA,NA,29,"Sedan","Rohaan"
NA,NA,31,"Sedan","Rohaan"
NA,NA,32,"SUV","Rohaan"
NA,NA,32,"Truck","Rohaan"
NA,NA,37,"SUV","Rohaan"
NA,NA,34,"Sedan","Rohaan"
NA,NA,28,"SUV","Rohaan"
NA,NA,29,"Sedan","Rohaan"
NA,NA,31,"Sedan","Rohaan"
NA,NA,30,"Sedan","Rohaan"
NA,NA,27,"Sedan","Rohaan"
NA,NA,29,"Truck","Rohaan"
NA,NA,33,"SUV","Rohaan"
NA,NA,31,"Sedan","Rohaan"
NA,NA,28,"SUV","Rohaan"
NA,NA,29,"SUV","Rohaan"
NA,NA,31,"Sedan","Rohaan"
NA,NA,30,"Sedan","Rohaan"
NA,NA,34,"SUV","Rohaan"
NA,NA,36,"Sedan","Rohaan"
NA,NA,30,"Truck","Rohaan"
NA,NA,31,"SUV","Rohaan"
NA,NA,27,"Sedan","Rohaan"
NA,NA,25,"SUV","Rohaan"
NA,NA,29,"Sedan","Rohaan"
NA,NA,30,"SUV","Rohaan"
NA,NA,31,"Sedan","Rohaan"
NA,NA,30,"SUV","Rohaan"
NA,NA,28,"Sedan","Rohaan"
NA,NA,29,"Sedan","Rohaan"
NA,NA,28,"Sedan","Rohaan"
NA,NA,30,"SUV","Rohaan"
NA,NA,31,"Truck","Rohaan"
NA,NA,29,"SUV","Rohaan"
NA,NA,28,"Sedan","Rohaan"
NA,NA,33,"Sedan","Rohaan"
NA,NA,30,"SUV","Rohaan"
NA,NA,29,"SUV","Rohaan"
NA,NA,27,"Sedan","Rohaan"
NA,NA,30,"SUV","Rohaan"
